DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.62236/missoes.v10i2.316,,,ALFABETIZAÇÃO CARTOGRÁFICA,"O processo de ensino/aprendizagem dos conceitos espaciais e da sua representação cartográfica não é uma tarefa fácil para os professores nos Anos Iniciais do Ensino Fundamental, pois o professor deve assimilar e compreender os conceitos geográficos e os fundamentos onde estão calcadas as primeiras noções relacionadas à cartografia escolar. Somam-se a isso as limitações da formação dos professores no tocante a conhecimentos que os habilitem a desenvolver procedimentos metodológicos claros e completos voltados para o processo de alfabetização cartográfica, implicando fragilidades no ensino/aprendizagem da cartografia escolar. Diante desse contexto, a ideia desse artigo é socializar uma prática geográfica desenvolvida em sala de aula no âmbito da alfabetização cartográfica, realizada com uma turma multisseriada do 1º ao 3º Ano e uma turma de 4º ano do Ensino Fundamental na Escola Ambiental no município de Lajedo – PE. Por esse motivo, o presente texto faz uma breve abordagem teórica sobre a linguagem e alfabetização cartográfica, a qual orientou a proposição da prática pedagógica presente de forma pormenorizada na segunda parte do texto. 
 ","J. F. D. Silva,Edvânia Torres Aguiar Gomes",Missões,2024
10.22325/fes/res.2023.146,,,"Karl Marx, Erik O. Wright y Pierre Bourdieu: Hacia una generalización de la teoría del capital","El objetivo de este artículo es mostrar la evolución del debate del capital de Marx en la teoría sociológica contemporánea, en concreto en la obra de Erik O. Wright y Pierre Bourdieu. En un primer momento, se presenta el concepto de capital marxista como un concepto relacional, que puede tomar diversas formas, como mercancía o dinero. Posteriormente, se señala que, a partir de la revisión estructuralista de marxismo, salen dos corrientes muy diferentes. Por un lado, el marxismo analítico, que se desprende de la teoría del valor trabajo, y entiende el capital fundamentalmente como un recurso. En el caso de Wright extiende el concepto de medios de producción a bienes de cualificación y bienes de organización, para así dar cuenta de la explotación y de posiciones contradictorias en las relaciones de clase. Por su parte, Bourdieu, desarrolla otra estrategia. Abstrae el concepto de capital a una relación social que genera al tiempo que legitima desigualdades sociales, siendo la teoría de Marx un caso concreto de esa teoría, en el campo de la producción económica. A partir de esta generalización, Bourdieu desarrolla otras formas del capital (cultural, social y simbólico). Ambas aproximaciones muestran el gran potencial de la obra de Marx para comprender las sociedades contemporáneas.","José Saturnino Martínez García,José Saturnino Martínez García",RES,2022
10.15446/rcdg.v31n2.102778,,,"Comunicación cartográfica, cartología y el modelo de Ratajski","En este editorial se reseña el modelo de Ratajski (1977) porque, a pesar de todos los cambios tecnológicos involucrados en las técnicas de producción cartográfica, su visión del proceso de comunicación cartográfica, del mapa como elemento central de este proceso y de las interacciones entre la realidad, el emisor y el receptor, sigue vigente 45 años después de su publicación. El modelo cartográfico de Lech Ratajski y las relaciones (i) realidad observada - cartógrafo - mapa y (ii) mapa - usuario - realidad interpretada son conceptos que todo geógrafo y todo profesional relacionado con la composición cartográfica debería tener siempre presente en el desarrollo de su quehacer diario.","Willington Siabato,Gabriel Triana-Zárate",Cuadernos de Geografía: Revista Colombiana de Geografía,2022
10.12957/tamoios.2022.60588,,,ALFABETIZAÇÃO CARTOGRÁFICA: EXERCITANDO O ENSINO DE GEOGRAFIA DA ÁFRICA,"Este trabalho tem como objetivo, apresentar atividades educativas antirracistas que abordem possibilidades de ensino e aprendizagem no processo de alfabetização cartográfica do continente africano decolonial, Santos (2009). Para o desenvolvimento da pesquisa, foram elaboradas propostas metodológicas de ensino baseadas em Anjos (2015), de linguagem cartográfica para o 6º e 7º ano do Ensino Fundamental do Instituto Líber – Porangatu-GO. As práticas pedagógicas decoloniais foram viabilizadas através do concurso de desenhos virtuais, que tiveram a produção de mapas dos Reinos e Impérios Africanos, utilizando as plataformas digitais durante o período de pandemia – COVID 19. Teve-se como meta, utilizar os desenhos dos mapas como um recurso que fortaleça a compreensão dos conteúdos relacionados à população e território do continente africano. Como resultado, pode-se aduzir que houve um comprometimento melhor dos alunos no processo de análise de informações, além do professor-pesquisador poder levantar um estudo crítico-analítico da aplicação da lei 10.639/03 na Geografia escolar, fazendo uma relação entre teoria e prática.","Rosemberg Ferracini,Rosemberg Ferracini,Rosemberg Ferracini,Matheus Henrique Pereira da Silva,Matheus Henrique Pereira da Silva",Revista tamoios,2022
10.35699/2237-549x.2018.19217,,,Classificação de dados geográficos e representação cartográfica,"A classificação de dados é um passo importante na elaboração de mapas coropléticos, pois cores serão atribuídas às unidades espaciais básicas de acordo com as classes definidas. Outra representação cartográfica para dados quantitativos é feita com o uso de símbolos proporcionais, sendo apropriada para destacar a dimensão da unidade espacial básica em relação ao fenômeno em estudo. Em algum momento o responsável pela representação cartográfica precisa organizar os dados e, para isso, é preciso definir o número de classes a adotar, qual o esquema de cores ou símbolos mais apropriados e, dentre vários critérios de classificação, qual o mais adequado para o fenômeno em estudo. Neste trabalho são apresentadas contribuições para melhor compreensão e uso com embasamento metodológico dos critérios mais comumente adotados na classificação de dados geográficos para produção de gráficos, mapas coropléticos, mapas de símbolos proporcionais ou, ainda, explorar a relação existente entre eles.",Paulo Fernando Braga Carvalho,Revista Geografias,2022
10.14393/rbcv74n3-65431,,,Generalização Cartográfica: Desafios e Perspectivas,"Conceitos e procedimentos relacionados ao tema de generalização cartográfica evoluíram nas últimas décadas. Originalmente, este processo era aplicado no contexto analógico para garantir a manutenção da visualização e comunicação cartográfica de forma adequada. No entanto, com o avanço da cartografia digital o paradigma é ampliado e, então, o processo é aplicado desde a concepção do produto cartográfico, ou seja, quando se deseja reduzir uma base de dados para um mínimo necessário, mas mantendo as propriedades espaciais relevantes do conjunto. Computacionalmente, as regras de generalização são expressas por meio de algoritmos computacionais que incluem aspectos de semântica e geometria, assim como exigem, além de formulações objetivas, análises subjetivas de difícil implementação e automatização. Além disso, a inserção de novas tecnologias de aquisição e processamento de dados geoespaciais produzem novas lacunas científicas a serem superadas. Nesse aspecto, este trabalho busca, a partir de uma pesquisa bibliográfica e bibliométrica, identificar como as novas tecnologias ampliam os desafios relacionados à generalização cartografia. Observa-se que, apesar dos operadores de generalização serem considerados satisfatórios, o número de publicações na temática é crescente e apresenta interesse internacional. Ademais, as novas tecnologias como algoritmos de Inteligência Artificial, aquisição de dados geoespaciais de forma incremental e construções de representações 3D inserem complexidades teóricas e práticas que devem ser superadas. Logo, os avanços da generalização cartográfica dependem da implementação de soluções relacionadas à materialização computacional dos operadores de generalização em processos objetivos que permitam a compreensão imediata da relação geométrica e estatística formada por um conjunto de dados geoespaciais.","Fabiano Peixoto Freiman,Fabiano Peixoto Freiman,Daniel Rodrigues dos Santos,Daniel Rodrigues dos Santos",Revista Brasileira de Cartografia,2022
10.4438/1988-592x-re-2021-393-492,,,Meta-análisis de generalización de la fiabilidad del cuestionario FIT-Choice (Factores que influyen en la elección de la enseñanza como carrera),"Teacher effectiveness depends on academic and non-academic factors. 
Teaching motivation is an element of the latter group of factors that has been 
widely studied to determine who will enter the teaching profession. In this context, 
FIT-Choice (Factors Influencing Teaching Choice) is one of the most widely used 
instruments internationally and has undergone both language and dimensional 
structure adaptations. The aim of this study is to analyse the reliability of the 
different scales and how they vary in works that use this instrument, through the 
reliability generalisation meta-analysis technique using a random effects model. 
Specifically, we use a random effects model to estimate mean reliability and we 
study the heterogeneity of coefficients using Cochran’s Q and I2 tests. Metaregression 
is also used to study the effect of moderating variables that relate 
to the instrument (type of FIT-Choice, test language) and the sample (type of 
teacher, % of women and age). The results show good average reliability for most 
of the scales, apart from job transferability, fallback career and high demand, 
which have values below 0.7. High reliability variance between studies stands 
out, with the satisfaction scale displaying the greatest heterogeneity. The findings 
show that the reliability of subscales is affected by the type of FIT-Choice and 
the type of teacher.","Enrique Navarro Asencio,Enrique Navarro Asencio,Esther López Martín,Esther López Martín,Inmaculada Asensio Muñoz,Inmaculada Asensio Muñoz,Isabel Inmaculada Asensio Muñoz,Eva Expósito Casas,Eva Expósito Casas,Elvira Carpintero Molina,María Elvira Carpintero Molina,Elvira Carpintero Molina,Covadonga Ruiz de Miguel,Covadonga Ruiz de Miguel",Revista De Educacion,2021
10.26512/2236-56562010e39882,,,OS CAMINHOS DA ALFABETIZAÇÃO CARTOGRÁFICA,"A formacao de professores para atuar nas series iniciais do ensino fundamental tem sido deficiente no que tange aos conteudos geograficos e isso tem gerado, entre os profissionais da area uma inquietante busca por novas tecnicas, metodologias e cursos de educacao continuada que propoem uma reestruturacao dos conceitos basicos para o aprendizado da alfabetizacao cartografica. Nesse sentido, a busca de novos caminhos para a formacao de professores que atuam na primeira fase das series iniciais e primordial para as transformacoes no cenario atual do ensino em nossas escolas. Assim sendo, um maior aprofundamento nos conteudos geograficos favorece uma maior interacao entre os cursos de Pedagogia e Geografia. Precisamos estabelecer uma aproximacao entre a ciencia Geografica e a ciencia Pedagogica, contribuindo para a formacao dos estudantes Pedagogos para que possam trabalhar com as habilidades, nocoes espaciais e conteudos cartograficos voltados para o entendimento da crianca na educacao escolar.","Odelfa Rosa,Odelfa Rosa",Revista Espaço e Geografia,2010
10.47456/geo.v1i34.36298,,,Acurácia de pontos de projeção cartográfica de ortofotos obtidas com aeronave remotamente pilotada (RPA),"Este estudo avaliou três ortofotos, geradas a partir de aerolevantamentos configurados em 80 m, 100 m e 120 m de altura com RPA do tipo multirotor, modelo Phantom 4 Pro da empresa DJI acoplada ao sensor Complementary Metal Oxide Semicondutor (CMOS) de 1 polegada de 20 megapixels, em uma propriedade localizada as margens da Rodovia Agostinho Ducci (PR-218), zona rural do município de São Sebastião da Amoreira no estado do Paraná, Brasil O objetivo foi avaliar a acurácia posicional de pontos de projeção cartográfica em ortofotos obtidas de sensor a bordo de aeronaves remotamente pilotadas (RPA) utilizando pontos de apoio no georreferenciamento das imagens. A avaliação da acurácia foi realizada a partir da análise de tendência e precisão, sendo os resultados classificados conforme o Padrão de Exatidão Cartográﬁca dos Produtos Cartográﬁcos Digitais (PEC-PCD) para a escala 1:1.000.","Agostinho Prado Alves Junior,Agostinho Prado Alves,Luciano Nardini Gomes,Luciano Nardini Gomes",Geografares,2022
10.32796/ice.2021.923.7328,,,El mercado de trabajo tras la pandemia: impacto de la generalización de los esquemas de reducción del tiempo de trabajo,"El objetivo es identificar si la generalización de los ERTE (Expedientes de Regulación Temporal de Empleo) ha supuesto un cambio en la pauta de ajuste del empleo, aproximándonos hacia la práctica común en Europa, que se ha convertido en su sello distintivo de hacer frente a las recesiones. Para ello comparamos los dos últimos ciclos entre España y la eurozona. Durante la pandemia, identificamos un cambio drástico en la relación entre actividad y empleo en España, vinculado al uso masivo de los ERTE. El artículo concluye con una reflexión sobre la necesidad de consolidar este cambio en el futuro facilitando el uso de los ERTE en tiempos de normalidad y los procesos de recolocación de trabajadores entre empresas sin pasar por el desempleo.","Pilar García Perea,Pilar García Perea,José Fernández Albertos,José Fernández Albertos","ICE, Revista de Economía",2021
10.14635/ipsic.2020.119.6,,,Meta-análisis de generalización de la fiabilidad,Este trabajo fue apoyado con fondos del Ministerio de Economia y Competitividad del Gobierno de Espana y por el Fondo Europeo de Desarrollo Regional (FEDER) Proyecto No. PSI2016-77676-P.,"Laura Badenes‐Ribera,Laura Badenes-Ribera,María Rubio‐Aparicio,María Rubio-Aparicio,Julio Sánchez‐Meca,Julio Sánchez-Meca",INFORMACIÓ PSICOLÒGICA,2020
,,,Fotointerpretación del territorio y generalización cartográfica como herramienta para la educación geográfica,,"Joan Carles Membrado i Tena,Joan Carles Membrado i Tena",,2012
,,,Resolución de conflictos visuales entre curvas de nivel en los procesos de generalización cartográfica,"En la generacion de cartografia un proceso muy comun es la generalizacion cartografica, consistente normalmente en reducir la escala de un mapa base y adaptar sus elementos a la nueva escala y/u objetivos del mapa. Tras la reduccion de escala, el espacio que deben compartir las curvas de nivel es menor, y por lo tanto, se producen aglomeraciones visuales, lo que lleva al menos a dos efectos negativos: (1) una alta densidad de curvas que genera un efecto de apelotonamiento impidiendo su correcta lectura, y por tanto, su funcion metrica; (2) una indefinicion cualitativa referente a la comprension del fenomeno representado, ya que no se es capaz de distinguir si se trata de una ladera, o de una pendiente acusada o zona escarpada (con claras diferencias en cuanto a estructura y accesibilidad). El presente articulo centra su atencion en la deteccion automatizada de estas zonas de conflicto basandose para ello en la explotacion de modelos digitales de pendientes y en la aplicacion de tecnicas de morfologia matematica, como son los operadores de cierre y apertura, todo ello bajo el entorno de gestion de un sistema de informacion geografica. El metodo se complementa con la aplicacion de tres posibles lineas de solucion sobre las zonas en las que se da el problema, consistentes en (1) el incremento de la equidistancia entre las curvas de nivel, (2) la introduccion de simbolos lineales y (3) la introduccion de simbologia superficial. Se presenta una herramienta especifica mediante la que se pueden resolver la mayoria de las acciones de forma automatizada.","Javier Díez-Palomar,J. Palomar,Josep E. Pardo Pascual,Jorge Eliécer Duque Pardo,J. E. Pardo,Jesús Palomar Vázquez",,2004
10.32457/ejep.v16i1.1954,,,Smartphone Application-Based Addiction Scale: un meta-análisis de generalización de la fiabilidad,"El uso problemático del smartphone es un problema de salud asociado a numerosas variables negativas cuya prevalencia se está incrementando en los últimos años. El propósito de este trabajo es realizar un meta-análisis de generalización de la fiabilidad de la Smartphone Application-Based Addiction Scale (SABAS) mediante el que estimar la fiabilidad de esta escala. Se realizó una búsqueda sistemática en PsycINFO, Pubmed y Scopus y se recuperaron 31 estudios que habían aplicado la SABAS e informaban del alfa de Cronbach. Se realizó un meta-análisis de efectos aleatorios para estimar la fiabilidad de la prueba. La heterogeneidad se evaluó mediante los estadísticos Q de Cochran e I2. Se examinaron posibles variables moderadoras mediante metaregresión y análisis de subgrupos. La fiabilidad combinada de la SABAS es de α =.81, no presentando riesgo de sesgo de publicación. El país de realización de los estudios resultó ser una variable moderadora de la fiabilidad de los estudios analizados. El presente meta-análisis muestra como la SABAS presenta una buena consistencia interna y es adecuada para su uso con propósitos de investigación. Se presentan las limitaciones del estudio.",Sergio Hidalgo-Fuentes,European Journal of Education and Psychology,2023
10.34117/bjdv9n2-136,,,Exploración del potencial para aprender Álgebra a través del descubrimiento y generalización de Patrones,"El siguiente documento contiene, de manera breve, la fundamentación teórica, sobre la que hemos concebido como base para justificar la aplicación del proyecto de investigación, y algunos resultados sobre el proyecto el cual trata sobre la exploración del potencial del alumno de 7mo grado de aprender algebra a través del descubrimiento y generalización de patrones, que es el foco del proyecto, teniendo en cuenta las implicaciones históricas, cognitivas, pedagógicas y didácticas.","Luis Rolando Padilla Palma,Evelin Johana Lagos,Lilian Nohemy López,Josué Alejandro Izaguirre",Brazilian Journal of Development,2023
10.12957/riae.2023.80661,,,A ESCRITA CARTOGRÁFICA E A DIMENSÃO COLETIVA DA EXPERIÊNCIA,"O estudo dá continuidade à discussão do problema da escrita nas pesquisas que utilizam o método da cartografia em teses, dissertações e artigos. O ponto de partida é a definição da cartografia como princípio metodológico do rizoma (DELEUZE; GUATTARI,1995) e as pistas propostas por Passos, Kastrup e Escóssia (2009) e por Passos, Kastrup e Tedesco (2014). O objetivo é analisar as dificuldades e estratégias de aprendizado da escrita cartográfica nos espaços de formação, destacando a dimensão coletiva da experiência da pesquisa. Destaca que a grande diretriz da política de escrita cartográfica é evitar a política de escrita representacional, baseada em informações supostamente objetivas e neutras. O estudo analisa também a experiência de uma oficina de escrita realizada na pandemia e destaca a potência de ecossistemas menos hierarquizados e mais favoráveis à escuta atenta, à partilha de afetos e ao cuidado. Procura demonstrar que a escrita cartográfica é baseada numa política cognitiva inventiva e  possui uma dimensão coletiva, mesmo quando se faz a partir da experiência que é narrada em primeira pessoa do singular. Conclui que escrever com os afetos requer estratégias de desconstrução da política de escrita representacional e a experimentação de estratégias de escrita inventiva e coletiva, com vistas à produção de efeitos de contágio e de intervenção.",Virgínia Kastrup,Revista Interinstitucional Artes de Educar,2023
10.5216/signos.v5.74111,,,O histórico da presença da linguagem cartográfica nos currículos escolares brasileiros dos Anos Iniciais do Ensino Fundamental,"A linguagem cartográfica é uma ferramenta fundamental da Geografia Escolar, pois permite a representação visual do espaço geográfico e de suas características. Ela possibilita a construção de mapas e outras representações gráficas que ajudam a compreender as relações entre os fenômenos geográficos e suas interações. Apesar da importância da cartografia para a humanidade, as metodologias de ensino sobre cartografia nem sempre estiveram presentes nos currículos escolares e os mapas eram utilizados apenas como meio de localização dos objetos de estudo. Neste contexto, o presente artigo analisa e discute como os mapas foram utilizados ao longo da história da Geografia Escolar e como a linguagem cartográfica conquistou o seu espaço nos currículos escolares brasileiros. Para tanto, realizou-se uma revisão bibliográfica de autores clássicos da História da Geografia Escolar, da Cartografia Escolar e dos documentos curriculares que nortearam a educação brasileira. Os resultados indicam que, de modo geral, a linguagem cartográfica conquistou o seu espaço no campo de batalhas do currículo escolar por meio de pesquisas acadêmicas iniciadas no final da década de 1970 que ressaltavam a sua importância desde os Anos Iniciais do Ensino Fundamental. As universidades e a Associação dos Geógrafos Brasileiros foram importantes para os debates sobre os paradigmas teóricos da Cartografia Escolar e as suas mudanças de perspectivas ao longo da história. Destarte os apontamentos críticos, os Parâmetros Curriculares Nacionais (PCNs), e mais recentemente, a Base Nacional Comum Curricular (BNCC) ressaltam a importância da Cartografia Escolar e da linguagem cartográfica entendida como uma ferramenta fundamental para o ensino de Geografia, que deve ser abordada de forma integrada com outros conteúdos e desenvolvida de forma crítica e reflexiva.","Vanderson Rafael Muller Dapper,Ericson Hideki Hayakawa,Terezinha Corrêa Lindino",Revista Signos Geográficos,2023
10.21166/metapre.v6i.3083,,,Alfabetização cartográfica no Ensino Fundamental:,"A alfabetização cartográfica tem como proposta metodológica fundamental a formação do sujeito, de produtor de mapas e gráficos a leitor eficiente dessas representações, avançando do conhecimento espontâneo ao conhecimento sistematizado e leitura de mundo. Com uma alfabetização cartográfica eficaz, os alunos tornam-se capazes de fazer uma análise crítica do espaço geográfico através de suas representações, compreendendo o mundo de forma mais significativa e reconhecendo-se como sujeitos atuantes no espaço geográfico. A iniciação da alfabetização cartográfica se dá desde Educação Infantil (Infantil três) e durante o Ensino Fundamental, onde o espaço concreto do aluno é trabalhado e, ao longo dos anos iniciais, se dá uma evolução dos níveis de aprendizagem. Espera-se que a partir do 6º ano o aluno já esteja apto a ler um mapa de forma crítica e consciente, sendo indispensável que haja uma alfabetização cartográfica nos anos anteriores. Diante desta problemática, após um longo período de ensino remoto emergencial no contexto da pandemia de COVID-19, constatou-se que os alunos do 6º e 7º ano Ensino Fundamental careciam de uma intervenção nos estudos de cartografia, já que a alfabetização cartográfica necessária nos anos anteriores foi prejudicada. Tal constatação levantou a necessidade de oferecer a esses alunos um ensino presencial que se baseie nas metodologias ativas, mais criativas e supervisionadas. Para tanto, foram implementadas nas aulas de geografia do 6º e 7º ano do Ensino Fundamental metodologias ativas com o uso de Tecnologias Digitais de Informação e Comunicação - TDICs e Geotecnologias no processo de alfabetização cartográfica, utilizando o modelo de rotação por estações e outras ferramentas facilitadoras no processo de ensino e aprendizagem de geografia. Concluímos que, além da importância de inserir a temática no cotidiano das aulas de geografia, se dá a importância de abordar a alfabetização cartográfica na formação inicial e continuada dos docentes, fortalecendo assim, a práxis.","Sulivan Pereira Dantas,Davi Gerard de Sousa Mesquita,Jefté Silva",Metodologias e Aprendizado,2023
10.30827/pna.v15i3.18109,,,El Proceso de generalización y la generalización en acto. Un estudio de casos,"A partir de un analisis microgenetico del proceso de generalizacion de tres estudiantes de cuarto de primaria, se describe como construyen, dan sentido y expresan una relacion funcional en un contexto de resolucion de problemas. Los resultados contribuyen a la comprension y reflexion sobre la integracion del enfoque funcional en las aulas de primaria. Se distinguen diferentes grados de sofisticacion en el proceso de generalizacion segun los medios semioticos empleados. Uno de los estudiantes expresa de forma explicita la generalizacion mientras que en los otros dos casos queda implicita en las acciones de los estudiantes sugiriendo una incipiente conciencia sobre lo indeterminado o presencia de la analiticidad.","Cristina Ayala-Altamirano,Cristina Ayala-Altamirano,Marta Molina,Marta Molina",PNA. Revista de Investigación en Didáctica de la Matemática,2021
10.30827/pna.v14i3.11378,,,Intervenciones en el trabajo con una tarea de generalización que involucra las formas directa e inversa de una función en sexto de primaria,"En este articulo describimos las intervenciones de un entrevistador ante errores en los que incurren estudiantes de 6° de educacion Primaria durante el trabajo con una tarea de generalizacion que involucra las formas directa e inversa de una funcion afin y representada mediante configuraciones puntuales. Realizamos entrevistas individuales a ocho estudiantes. Entre los resultados, presentamos diferentes tipos de errores en los que incurren los estudiantes y las intervenciones del entrevistador ante dichos errores. El error mas frecuente se produjo en el patron expresado. La intervencion mas frecuente del entrevistador fue proponer al estudiante volver a un caso particular.","Diana Hidalgo Moncada,Diana Hidalgo-Moncada,Diana Hidalgo Moncada,María C. Cañadas,María C. Cañadas,María Consuelo Cañadas Santiago",PNA. Revista de Investigación en Didáctica de la Matemática,2020
10.14393/rbcv73n3-55208,,,Avaliação da Acurácia Posicional do Mosaico Sentinel-2 para Análise de Aplicabilidade na Atualização da Base Cartográfica Contínua na escala 1:100.000 (BC100),"The availability of geotechnologies has stimulated the production and consumption of spatial information, increasing the need for validations to guarantee cartographic quality. This article aims to evaluate the application of images from the Sentinel-2 satellite, which can be obtained free of charge and in the form of a time mosaic by the Google Earth Engine (GEE) platform, for updating the Continuous Cartographic Base on a scale of 1: 100,000 ( BC100) of the Brazilian Institute of Geography and Statistics (IBGE). The planimetric positional accuracy was evaluated, using an IBGE orthomosaic as a reference, with a spatial resolution of 1 m, using the Double Buffer linear feature method. The routes of the Federal Rural University of Rio de Janeiro (UFRRJ), Seropedica campus, were analyzed in the reference image and in the mosaic under test, and then the discrepancies obtained were evaluated, considering the Cartographic Accuracy Standard for Digital Cartographic Products (PEC-PCD) and Standard Error (EP), were obtained as class A result of the PEC-PCD. The approval of the temporal mosaic formed by pixels of different days motivated the validation of the raw files referring to the same scene of the satellite in question and of the mosaic obtained by the Sentinel Hub platform (EO Browser), both formed by pixels of the same day. Analysis of Variance (ANOVA) was applied to compare the discrepancies between the images and it was concluded that there are no statistically differences. Showing that for the study area, taking into account the pathways, the raw images from Sentinel-2, GEE temporal Mosaic and Sentinel Hub Mosaic are applicable for updating the BC100.","Priscila Almeida Oliveira,Priscila Almeida Oliveira,Priscila de Lima Silva,Priscila de Lima e Silva",Revista Brasileira de Cartografia,2021
,,,Automatización de los procesos de segmentación y clasificación de vías de comunicación en generalización cartográfica,"Tesis Univ. Jaen. Departamento de Ingenieria Cartografica, Geodesica y Fotogrametria. Leida el 28 de abril del 2006","José-Luis García-Balboa,José-Luis García-Balboa",,2013
