Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
The impact of green financial development on stock price crash risk from the perspective of information asymmetry in Chinese listed companies,Environmental Science and Pollution Research,,,,10.1007/s11356-023-27771-y,Zhibin ZhangYouqiang Ding,2023,https://link.springer.com/article/10.1007/s11356-023-27771-y,Article
"Carbon stocks vary in reference to the models used, socioecological factors and agroforestry practices in Central Ethiopia",Agroforestry Systems,,,,10.1007/s10457-024-00998-5,Gadisa DemieMesele NegashZerihun AsratLojka Bohdan,2024,https://link.springer.com/article/10.1007/s10457-024-00998-5,Article
New Carbon Emission Liability Mechanism,The Carbon Emission Liability Mechanism,,,,10.1007/978-981-96-3612-9_5,Baoming Yang,2025,https://link.springer.com/chapter/10.1007/978-981-96-3612-9_5,Chapter
"Plants, Microbes, and Carbon: The Interplay of Carbon Cycling and Sequestration",Climate Change and Soil Microorganisms for Environmental Sustainability,,,,10.1007/978-981-96-3425-5_8,Dinesh KumarMeenu SarafBernard R. Glick,2025,https://link.springer.com/chapter/10.1007/978-981-96-3425-5_8,Chapter
Carbon sequestration and credit potential of gamhar (<i>Gmelina arborea</i> Roxb.) based agroforestry system for zero carbon emission of India,Scientific Reports,,,,10.1038/s41598-024-53162-5,Abhay KumarM. S. MalikSwati ShabnamRakesh KumarS. KarmakarSoumitra Sankar DasKerobim LakraIndra SinghRikesh KumarAsha Kumari SinhaSheela BarlaNargis KumariP. R. OraonMuneshwar PrasadWajid HasanDinesh MahtoJeetendra Kumar,2024,https://link.springer.com/article/10.1038/s41598-024-53162-5,Article
Study in Global Carbon Market Trends,"Annual Report on China’s Petroleum, Gas and New Energy Industry (2024)",,,,10.1007/978-981-96-5261-7_3,Na RenKaijun GongYing ZhaoJingshu Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-5261-7_3,Chapter
Drivers of mountain soil organic carbon stock dynamics: A review,Journal of Soils and Sediments,,,,10.1007/s11368-022-03313-w,Yong ZhangCheng-bang AnWen-sheng ZhangLi-yuan ZhengYan-zhen ZhangChao LuLu-yu Liu,2022,https://link.springer.com/article/10.1007/s11368-022-03313-w,Article
Organic carbon-based amendments effectively reclaim post-tin mining site via modified soil organic carbon characteristics,Plant and Soil,,,,10.1007/s11104-024-06833-1,Orracha Sae-TunRizki MaftukhahSahid SusantoNgadisih NgadisihMurtiningrum MurtiningrumRebecca Hood-NowotnyAxel MentlerGernot BodnerKatharina M. Keiblinger,2024,https://link.springer.com/article/10.1007/s11104-024-06833-1,Article
"Evaluating soil quality and carbon storage in Western Ghats Forests, Karnataka, India, for sustainable forest management",Environmental Monitoring and Assessment,,,,10.1007/s10661-024-13216-7,Kaushik SahaK. S. Anil KumarK. M. NairM. LalithaParinita DasS. P. MaskeP. James JacobM. D. JessyK. S. KarthikaV. RamamurthyN. G. Patil,2024,https://link.springer.com/article/10.1007/s10661-024-13216-7,Article
Chapter 15: Carbon Market,"Embracing the Future, Powering Growth: An Energy System Renewed for China",,,,10.1007/978-3-031-73075-7_16,Ke WangMei LuChen LvWan Yue XuanGeorgios Bonias,2025,https://link.springer.com/chapter/10.1007/978-3-031-73075-7_16,Chapter
China’s naturally regenerated forests currently have greater aboveground carbon accumulation rates than newly planted forests,Communications Earth & Environment,,,,10.1038/s43247-025-02323-z,Kai ChengYixuan ZhangHaitao YangYu RenTianyu XiangYuling ChenZekun YangMengxi ChenJiachen XuGuoran HuangGuangcai XuShengli TaoZhen YuQinghua Guo,2025,https://link.springer.com/article/10.1038/s43247-025-02323-z,Article
Climate-Friendly Commodity: A Glimpse on the Potential of Theobroma Cacao L. In Storing Carbon,"Proceedings of the 4th International Conference on Biomass Utilization and Sustainable Energy; ICoBiomasSE 2024; 2–3 September; Penang, Malaysia",,,,10.1007/978-981-96-3785-0_5,A. NurafizaM. E. WasliS. N. RelyW. Y. Sharifah Mazenah,2025,https://link.springer.com/chapter/10.1007/978-981-96-3785-0_5,Conference paper
Nonlinear dependence between China’s carbon market and stock market: new evidence from quantile coherency and causality-in-quantiles,Environmental Science and Pollution Research,,,,10.1007/s11356-022-19179-x,Yonghong JiangLu LiuJinqi Mu,2022,https://link.springer.com/article/10.1007/s11356-022-19179-x,Article
Mycorrhizal type regulates trade-offs between plant and soil carbon in forests,Nature Climate Change,,,,10.1038/s41558-023-01864-5,Kai YangQian ZhangJiaojun ZhuQiqi WangTian GaoG. Geoff Wang,2023,https://link.springer.com/article/10.1038/s41558-023-01864-5,Article
Effect of 32&#xa0;years of manuring and fertilization on carbon budgeting and carbon pools under sorghum-wheat cropping sequence in Vertisol of Central India,Plant and Soil,,,,10.1007/s11104-024-06899-x,P. H. RathodS. M. BhoyarS. D. JadhaoB. A. SonuneD. V. MaliN. M. KondeR. H. Wanjari,2024,https://link.springer.com/article/10.1007/s11104-024-06899-x,Article
"Exploring the role of canopy cover and environmental factors in shaping carbon storage in Desa’a forest, Ethiopia",Carbon Balance and Management,,,,10.1186/s13021-024-00277-x,Negasi SolomonEmiru BirhaneMulley TeklayAklilu NegussieTesfay Gidey,2024,https://link.springer.com/article/10.1186/s13021-024-00277-x,Article
Conservation agriculture in mesic savannas: impact on soil organic carbon and nutrient stocks in Ghana,Environmental Earth Sciences,,,,10.1007/s12665-025-12321-1,Philip Antwi-AgyeiEmmanuel BaidooAwudu AbubakariBright Oteng AdarkwaEdmund Kyei Akoto-DansoVincent LogahRobert Clement Abaidoo,2025,https://link.springer.com/article/10.1007/s12665-025-12321-1,Article
Exploring the factors influencing the carbon sink function of coastal wetlands in the Yellow River Delta,Scientific Reports,,,,10.1038/s41598-024-80186-8,Zhixiong TangDe WangXinpeng TianXiaoli BiZixiang ZhouFubin LuoRongrong NingJunran Li,2024,https://link.springer.com/article/10.1038/s41598-024-80186-8,Article
"Genetic variation and association of yield, yield components, and carbon storage in sorghum (<i>Sorghum bicolor</i> [L.] Moench) genotypes",BMC Genomic Data,,,,10.1186/s12863-024-01256-4,Asande NgidiHussein ShimelisSeltene AbadyVincent ChaplotSandiswa Figlan,2024,https://link.springer.com/article/10.1186/s12863-024-01256-4,Article
LiDAR Image-Based Earth Carbon Emission Analysis and Its Impact on Public Health: A Machine Learning Model,Remote Sensing in Earth Systems Sciences,,,,10.1007/s41976-025-00196-6,S. MeghanaDhyaram Lakshmi PadmajaKrishna Sriharsha GunduRajeev KudariJ. SomasekarLikha Chandran,2025,https://link.springer.com/article/10.1007/s41976-025-00196-6,Article
"Extreme Risk Connectedness and its Determinants Between Carbon, Green Finance and Energy Markets",Asia-Pacific Financial Markets,,,,10.1007/s10690-025-09536-4,Xiaoye Jin,2025,https://link.springer.com/article/10.1007/s10690-025-09536-4,Article
Co-opted board and carbon emissions in Thailand,International Journal of Disclosure and Governance,,,,10.1057/s41310-025-00286-3,Muttanachai SuttipunPongsutti PhuensanePloypailin Kijkasiwat,2025,https://link.springer.com/article/10.1057/s41310-025-00286-3,Article
A Review of Possible Calculation Methods (CMs) for Soil Organic Carbon Stock Estimates and Evaluating Their Methodological Biases,Proceedings of The 2nd International Conference on Climate Change and Ocean Renewable Energy,,,,10.1007/978-3-031-71555-6_27,Haftay Hailu,2024,https://link.springer.com/chapter/10.1007/978-3-031-71555-6_27,Conference paper
Carbon burial in sediments below seaweed farms matches that of Blue Carbon habitats,Nature Climate Change,,,,10.1038/s41558-024-02238-1,Carlos M. DuarteAntonio Delgado-HuertasElisa MartiBeat GasserIsidro San MartinAlexandra CousteauFritz NeumeyerMegan Reilly-CaytenJoshua BoyceTomohiro KuwaeMasakazu HoriToshihiro MiyajimaNichole N. PriceSuzanne ArnoldAurora M. RicartSimon DavisNoumie SurugauAl-Jeria AbdulJiaping WuXi XiaoIk Kyo ChungChang Geun ChoiCalvyn F. A. SondakHatim AlbasriDorte Krause-JensenAnnette BruhnTeis BoderskovKasper HanckeJon FunderudAna R. Borrero-SantiagoFred PascalPaul JoanneLanto RanivoariveloWilliam T. CollinsJennifer ClarkJuan Fermin GutierrezRicardo RiquelmeMarcela AvilaPeter I. MacreadiePere Masque,2025,https://link.springer.com/article/10.1038/s41558-024-02238-1,Article
Determinants of environmental sustainability in the United States: analyzing the role of financial development and stock market capitalization using LCC framework,Discover Sustainability,,,,10.1007/s43621-024-00539-1,Mohammad RidwanNazhat Nury AspyShewly BalaMd. Emran HossainAfsana AktherMd. EleaisMiguel Angel Esquivias,2024,https://link.springer.com/article/10.1007/s43621-024-00539-1,Article
"Frequency spillover effects between natural gas market, uncertainty, and stock market: new evidence from China",Environmental Science and Pollution Research,,,,10.1007/s11356-023-30492-x,Qiang CaoXiuqi YangWenmei Yu,2023,https://link.springer.com/article/10.1007/s11356-023-30492-x,Article
Do stock markets care about ESG and sentiments? Impact of ESG and investors' sentiment on share price prediction using machine learning,Annals of Operations Research,,,,10.1007/s10479-025-06480-4,Sougata BanerjeeDivya AggarwalPooja Sengupta,2025,https://link.springer.com/article/10.1007/s10479-025-06480-4,Article
Drivers of Soil Carbon Variability in North America’s Prairie Pothole Wetlands: A Review,Wetlands,,,,10.1007/s13157-025-01898-9,Chantel J. ChizenAngela K. Bedard-Haughn,2025,https://link.springer.com/article/10.1007/s13157-025-01898-9,Article
Computing Aboveground Carbon Stocks Using Ground-Based and Sentinel Imagery Approach,Forests and Climate Change,,,,10.1007/978-981-97-3905-9_37,Payal ThakurRajeev JoshiSewak BhattaSantosh GhimireRamesh Silwal,2024,https://link.springer.com/chapter/10.1007/978-981-97-3905-9_37,Chapter
"Temporal and Spatial Changes and Driving Forces of Carbon Stocks and Net Ecosystem Productivity: A Case Study of Zoige County, Sichuan Province, China",Journal of the Indian Society of Remote Sensing,,,,10.1007/s12524-024-01911-4,Xiyang FengZhe WangZhenlong ZhangJiaqian ZhangQiuping ZengDuan TianChao LiLi JiangYong WangBo YuanYan ZhangJianmei Zhu,2024,https://link.springer.com/article/10.1007/s12524-024-01911-4,Article
"Soil climate regulation services: high SOC stock in Podzols and Umbrisols in an alpine grassland (Valle Adamé, Italy)",Environmental Earth Sciences,,,,10.1007/s12665-023-11228-z,Chiara FerréGaia MascettiRodolfo GentiliSandra CitterioRoberto Comolli,2023,https://link.springer.com/article/10.1007/s12665-023-11228-z,Article
Maximizing carbon sequestration potential in Chinese forests through optimal management,Nature Communications,,,,10.1038/s41467-024-47143-5,Zhen YuShirong LiuHaikui LiJingjing LiangWeiguo LiuShilong PiaoHanqin TianGuoyi ZhouChaoqun LuWeibin YouPengsen SunYanli DongStephen SitchEvgenios Agathokleous,2024,https://link.springer.com/article/10.1038/s41467-024-47143-5,Article
Spatially explicit terrestrial carbon densities for calibrating the carbon cycle in human-Earth system Models,Scientific Data,,,,10.1038/s41597-025-04723-4,Kanishka B. NarayanAlan V. Di VittorioEvan MargiottaSeth Spawn-LeeHolly K. Gibbs,2025,https://link.springer.com/article/10.1038/s41597-025-04723-4,Article
"Gridded, temporally referenced spatial information on soil organic carbon for Hungary",Scientific Data,,,,10.1038/s41597-024-04158-3,Gábor SzatmáriAnnamária LaborcziJános MészárosKatalin TakácsAndrás BenőSándor KoósZsófia BakacsiLászló Pásztor,2024,https://link.springer.com/article/10.1038/s41597-024-04158-3,Article
Forest growing stock volume mapping with accompanying uncertainty in heterogeneous landscapes using remote sensing data,Earth Science Informatics,,,,10.1007/s12145-024-01457-6,Azamat SuleymanovRuslan ShagalievLarisa BelanEkaterina BogdanIren TuktarovaEduard NagaevDilara Muftakhina,2024,https://link.springer.com/article/10.1007/s12145-024-01457-6,Article
Carbon sequestration and mitigation potential of soil in different land use systems in Indo-Gangetic Alluvial plains of Haryana,Proceedings of the Indian National Science Academy,,,,10.1007/s43538-025-00406-1,Abhishek AnandPooja AroraSmita Chaudhry,2025,https://link.springer.com/article/10.1007/s43538-025-00406-1,Article
The impact of digital transformation on ESG outcomes in the Saudi stock market,Discover Sustainability,,,,10.1007/s43621-025-01572-4,Mohammed Saleh BajaherMohammed Asiri,2025,https://link.springer.com/article/10.1007/s43621-025-01572-4,Article
Plot and landscape-level estimates of tree biomass and carbon stocks in Panama’s mangrove Important Bird Areas,Scientific Data,,,,10.1038/s41597-025-05354-5,Jorge Hoyos-SantillanAlejandro MirandaJuliana ChavarríaCarlos HormazabalBlas Mola-YudegoEsperanza González-Mahecha,2025,https://link.springer.com/article/10.1038/s41597-025-05354-5,Article
"Anthropogenic land use impacts carbon dynamics in Kolli Hills, Eastern Ghats, India",Environmental Earth Sciences,,,,10.1007/s12665-024-11928-0,Perumal DeepanaSelvi DuraisamyThiyageshwari SubramaniumRangasamy AnandhamSenthil AlagarswamyRamalingam KumaraperumalManimaran GajendiranShanmugam AravindanKavinkumar Subramaniyam,2024,https://link.springer.com/article/10.1007/s12665-024-11928-0,Article
"Contribution of mangrove forest carbon stocks on climate change mitigation: a case study at Tuntang Estuary, Central Java",Journal of Coastal Conservation,,,,10.1007/s11852-024-01059-w,Aulia RahimTri Retnaningsih SoeprobowatiThomas Triadi PutrantoMirza Hanif Al FalahPeter Gell,2024,https://link.springer.com/article/10.1007/s11852-024-01059-w,Article
Examining the Influence of Crude Oil Price Volatility on the Stock Performance of Key Petroleum Corporations in the Indian Stock Exchange: A Quantitative Analysis,"Harnessing AI, Machine Learning, and IoT for Intelligent Business",,,,10.1007/978-3-031-67890-5_2,Sandesh Ramakant BhatK. K. GargM. P. SarvananB. C. RuchithaMadhu DruvakumarM. S. Shruti,2025,https://link.springer.com/chapter/10.1007/978-3-031-67890-5_2,Chapter
Effects of investor sentiment on stock volatility: new evidences from multi-source data in China’s green stock markets,Financial Innovation,,,,10.1186/s40854-022-00381-2,Yang GaoChengjie ZhaoBianxia SunWandi Zhao,2022,https://link.springer.com/article/10.1186/s40854-022-00381-2,Article
Accumulation of Atmospheric Carbon by Crops in Rotation and the Effect of Fertilization Systems on the Accumulation of Organic Carbon by Cultivated Sod-Podzol Soil,Russian Agricultural Sciences,,,,10.3103/S1068367423070273,N. E. ZavyalovaM. T. VasbievaV. R. YamaltdinovaI. V. Kazakova,2023,https://link.springer.com/article/10.3103/S1068367423070273,Article
A Green Inventory Model for a Greenhouse Firm System with Controllable Deterioration Under Stock-Dependent Demand,Process Integration and Optimization for Sustainability,,,,10.1007/s41660-025-00499-7,Umakanta MishraSusanta Kumar IndrajitsinghaWakhid Ahmad Jauhari,2025,https://link.springer.com/article/10.1007/s41660-025-00499-7,Article
Optimal spatiotemporal thinning schemes combined with wood vaulting could maximize the forest biomass carbon sink in China,Communications Earth & Environment,,,,10.1038/s43247-025-02350-w,Yongzhe ChenXiaoming FengYuanyuan HuangShunlin LiangLijuan WangHaozhi MaZhen GaoLinhai ChengPhuping SucharitakulJunze ZhangJiangzhou XiaWenping YuanBojie Fu,2025,https://link.springer.com/article/10.1038/s43247-025-02350-w,Article
Soil organic carbon stocks as driven by land use in Mato Grosso State: the Brazilian Cerrado agricultural frontier,Discover Sustainability,,,,10.1007/s43621-024-00592-w,Chukwudi NwaoguBridget E. DiagiChinonye V. EkweoguAdedoyin Samuel AjeyomiChristopher C. EjioguEnos I. EmereibeolePatrick S. U. EnecheOnyedikachi J. OkekeDavid O. EdokpaEnyinda ChikeFamous OzaborObisesan AdekunleVremudia Onyeayana WekpeOsademe Chukwudi DollahEshenake OgagaHycienth O. NwankwoalaEdwin WallaceChinedu OnuguTemiloluwa FajembolaMauricio R. Cherubin,2024,https://link.springer.com/article/10.1007/s43621-024-00592-w,Article
Forest Carbon Storage Accounting Model Based on Biomass Method,"Environmental Governance, Ecological Remediation and Sustainable Development",,,,10.1007/978-3-031-52901-6_82,Zhenhuan LyuJiaming WangShuwen WeiXue Feng,2024,https://link.springer.com/chapter/10.1007/978-3-031-52901-6_82,Conference paper
Explosive volcanic eruptions can act as carbon sinks,Nature Communications,,,,10.1038/s41467-025-59692-4,Pierre DelmelleSébastien BiassMathilde PaqueBenjamin Lobet,2025,https://link.springer.com/article/10.1038/s41467-025-59692-4,Article
Quantifying Western US tree carbon stocks and sequestration from fires,Fire Ecology,,,,10.1186/s42408-025-00360-9,Panmei JiangMatthew B. RussellChad BabcockLee Frelich,2025,https://link.springer.com/article/10.1186/s42408-025-00360-9,Article
The effects of heterogeneous CSR on corporate stock performance: evidence from COVID-19 pandemic in China,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03001-9,Yunhe LiXinyi ShenFang Zhang,2024,https://link.springer.com/article/10.1057/s41599-024-03001-9,Article
Woody species diversity and aboveground carbon stocks in agroforestry systems in Burkina Faso,Discover Sustainability,,,,10.1007/s43621-025-00868-9,Charles Lamoussa SanouOblé NeyaSampson Kwaku AgodzoEnoch BessahPhilip Antwi-AgyeiLarba Hubert Balima,2025,https://link.springer.com/article/10.1007/s43621-025-00868-9,Article
The importance of accounting method and sampling depth to estimate changes in soil carbon stocks,Carbon Balance and Management,,,,10.1186/s13021-024-00249-1,Anna M. RaffeldMark A. BradfordRandall D. JacksonDaniel RathGregg R. SanfordNicole TautgesEmily E. Oldfield,2024,https://link.springer.com/article/10.1186/s13021-024-00249-1,Article
Response of <i>Sorghum bicolor</i> genotypes for yield and yield components and organic carbon storage in the shoot and root systems,Scientific Reports,,,,10.1038/s41598-024-59956-x,Asande NgidiHussein ShimelisSeltene AbadySandiswa FiglanVincent Chaplot,2024,https://link.springer.com/article/10.1038/s41598-024-59956-x,Article
Human influence on Amazon’s aboveground carbon dynamics intensified over the last decade,Nature Communications,,,,10.1038/s41467-025-61856-1,Arthur FendrichYu FengJean-Pierre WigneronJerôme ChaveArnan ArazaZheyuan LiMartin HeroldJean OmettoLuiz E. O. C. AragãoIsabel Martinez CanoLei ZhuYidi XuPhilippe Ciais,2025,https://link.springer.com/article/10.1038/s41467-025-61856-1,Article
"Elasticity of ESSM stock volatility: an analysis of the collapse of U.S., European, and Chinese markets during the COVID-19 pandemic",Financial Innovation,,,,10.1186/s40854-024-00747-8,Muhammad JawadMunazza Naz,2025,https://link.springer.com/article/10.1186/s40854-024-00747-8,Article
A Study on the Relationship Between ESG Performance and Stock Returns – Take A-share Listed Company Stocks as the Example,Proceedings of the 7th International Conference on Economic Management and Green Development,,,,10.1007/978-981-97-0523-8_119,Liqi DongShifeng DengQian Gao,2024,https://link.springer.com/chapter/10.1007/978-981-97-0523-8_119,Conference paper
Relationship between fintech by Google search and bank stock return: a case study of Vietnam,Financial Innovation,,,,10.1186/s40854-023-00576-1,Tien Phat PhamDrahomira PavelkovaBoris PopeskoSinh Duc HoangHoc Thai Huynh,2024,https://link.springer.com/article/10.1186/s40854-023-00576-1,Article
Carbon Sequestration and Sustainable Soil Management,Climate Smart Agriculture for Future Food Security,,,,10.1007/978-981-96-4499-5_2,Abid KhanMushtaq Ahmad KhanMuhammad AdnanIkram UllahRaheem ShahzadHafiza Samra YounasMonsif Ur RehmanHongbing ZhengTian ShilinMehmood Ul Hassan,2025,https://link.springer.com/chapter/10.1007/978-981-96-4499-5_2,Chapter
Does environmental regulation affect stock price crash?—Evidence from polluting firms in China,"Environment, Development and Sustainability",,,,10.1007/s10668-023-03928-0,Gang Xu,2023,https://link.springer.com/article/10.1007/s10668-023-03928-0,Article
Mapping surface soil organic carbon density of cultivated land using machine learning in Zhengzhou,Environmental Geochemistry and Health,,,,10.1007/s10653-024-02313-8,Hengliang GuoJinyang WangDujuan ZhangJian CuiYonghao YuanHaoming BaoMengjiao YangJiahui GuoFeng ChenWenge ZhouGang WuYang GuoHaitao WeiBaojin QiaoShan Zhao,2024,https://link.springer.com/article/10.1007/s10653-024-02313-8,Article
Carbon Sequestration in Agroforestry: Enhancement of Both Soil Organic and Inorganic Carbon,Agroforestry to Combat Global Challenges,,,,10.1007/978-981-99-7282-1_10,K. S. AnjaliA. BalasubramanianGhazanfer AbbasC. N. Hari PrasathS. Navaneetha KrishnanG. SwathigaV. Manimaran,2024,https://link.springer.com/chapter/10.1007/978-981-99-7282-1_10,Chapter
Coastal surface soil carbon stocks have distinctly increased under extensive ecological restoration in northern China,Communications Earth & Environment,,,,10.1038/s43247-023-01044-5,Yuan ChiDahai LiuJianhua GaoJingkuan SunZhiwei ZhangWenxiu XingYubing QuXuejian MaBian Zha,2023,https://link.springer.com/article/10.1038/s43247-023-01044-5,Article
Global warming may turn ice-free areas of Maritime and Peninsular Antarctica into potential soil organic carbon sinks,Communications Earth & Environment,,,,10.1038/s43247-024-01937-z,Danilo C. de MelloMárcio R. FrancelinoCássio M. MoquedaceClara G. O. BaldiLucas V. SilvaRafael G. SiqueiraGustavo V. VelosoElpídio I. Fernandes-FilhoAndré ThomaziniJosé A. M. DemattêTiago O. FerreiraLucas Carvalho GomesEduardo O. SenraCarlos E. G. R. Schaefer,2025,https://link.springer.com/article/10.1038/s43247-024-01937-z,Article
Improving soil carbon estimates of Philippine mangroves using localized organic matter to organic carbon equations,Carbon Balance and Management,,,,10.1186/s13021-024-00276-y,Severino G. Salmo IIISean Paul B. ManaloPrecious B. JacobMaria Elisa B. Gerona-DagaCamila Frances P. NaputoMareah Wayne A. MaramagMohammad BasyuniFrida SidikRichard MacKenzie,2024,https://link.springer.com/article/10.1186/s13021-024-00276-y,Article
Optimizing the spatial layout of mining areas to help carbon neutrality: land use change driven by improved NSGA II algorithms,"Environment, Development and Sustainability",,,,10.1007/s10668-025-06255-8,Guoyu WangJinsheng Zhou,2025,https://link.springer.com/article/10.1007/s10668-025-06255-8,Article
Vertical Greenery Systems for Building Stock,Proceedings of the 11th International Conference of Ar.Tec. (Scientific Society of Architectural Engineering),,,,10.1007/978-3-031-71867-0_33,Alessandro Lo FaroAngela MoschellaGrazia LombardoGaetano Sciuto,2025,https://link.springer.com/chapter/10.1007/978-3-031-71867-0_33,Conference paper
Quantifying carbon stocks in mangrove estuaries of two coastal cities in Tanzania,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14307-9,Anasia Elingaya SariaXiuzhen LiTianyou LiMichael Elias MgalulaHamidu SekiJinzhou Du,2025,https://link.springer.com/article/10.1007/s10661-025-14307-9,Article
Organic Carbon and Formation of Soil Aggregates on Areas of Natural Vegetation Converted to Pasture in Southern Amazonas,Eurasian Soil Science,,,,10.1134/S1064229323603281,R. G. de AlmeidaM. C. C. CamposD. M. P. da SilvaR. V. dos SantosA. F. L. de LimaR. F. da Silva SouzaF. A. BezerraW. O. AraújoF. P. de Oliveira,2024,https://link.springer.com/article/10.1134/S1064229323603281,Article
"Quantile VAR network evidence for spillover effects and connectivity between China’s stock markets, green commodities, and Bitcoin",Environmental Science and Pollution Research,,,,10.1007/s11356-023-28033-7,Jiahui LiHaoshen LiangLikun Ni,2023,https://link.springer.com/article/10.1007/s11356-023-28033-7,Article
Carbon Pool Detection Through GIS Techniques and Satellite Data in a Semi Urban Region,Recent Advances in Civil Engineering,,,,10.1007/978-981-99-4665-5_4,Thiyam Tamphasana DeviA. Abdulla Azaruden,2024,https://link.springer.com/chapter/10.1007/978-981-99-4665-5_4,Conference paper
COVID-19 Impact on Stock Markets: A Multiscale Event Analysis Perspective,Computational Economics,,,,10.1007/s10614-023-10448-6,Helong LiGuanglong XuQin HuangRubin RuanWeiguo Zhang,2023,https://link.springer.com/article/10.1007/s10614-023-10448-6,Article
Urban trees’ potential for regulatory services in the urban environment: an exploration of carbon sequestration,Environmental Monitoring and Assessment,,,,10.1007/s10661-024-12634-x,Sheenu SharmaSabir HussainPardeep KumarAnand Narain Singh,2024,https://link.springer.com/article/10.1007/s10661-024-12634-x,Article
Factors Affecting Carbon Sequestration and Greenhouse Gas Emission in Agroecosystems,Greenhouse Gas Regulating Microorganisms in Soil Ecosystems,,,,10.1007/978-3-031-70569-4_6,Sudeshna BhattacharjyaAsha SahuShubham SinghA. B. Singh,2024,https://link.springer.com/chapter/10.1007/978-3-031-70569-4_6,Chapter
Expanding a machine learning class towards its application to the stock market forecast,Applied Intelligence,,,,10.1007/s10489-024-06018-4,Enrique González-NúñezLuis A. TrejoMichael Kampouridis,2024,https://link.springer.com/article/10.1007/s10489-024-06018-4,Article
Carbon Pricing and Taxing,Net Zero: Decarbonizing the Global Economies,,,,10.1007/978-3-031-70322-5_3,Sinan Küfeoğlu,2024,https://link.springer.com/chapter/10.1007/978-3-031-70322-5_3,Chapter
Impacts and threshold effects of total factor energy efficiency on carbon emissions and carbon neutrality across China’s cities,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-05488-2,Chenggang LiWanyue ZhangZhenci XuYuanrui ZhangMu YueLiang WuXin WangAlexander WangJunying Xu,2025,https://link.springer.com/article/10.1057/s41599-025-05488-2,Article
Physical rather than chemical protection determines soil organic carbon accumulation in a subtropical Chinese fir plantation treated by litter manipulation,Plant and Soil,,,,10.1007/s11104-025-07219-7,Qiao LiuXiangjiang LiuZhigao LiaoShengnan WangJunjie HuangYiqi LuoLifen JiangGeoff G. WangHuiming WangFu-Sheng Chen,2025,https://link.springer.com/article/10.1007/s11104-025-07219-7,Article
Spatial distribution of soil organic carbon in an Irish salt marsh (Rogerstown Estuary),Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14250-9,Juliet RounceIris MöllerAndrew J. Manning,2025,https://link.springer.com/article/10.1007/s10661-025-14250-9,Article
Grassland contribution to soil organic carbon stock under climate change scenarios in Basque Country (Spain),Regional Environmental Change,,,,10.1007/s10113-022-01877-4,Álvaro Doblas-RodrigoPatricia GallejonesAinara ArtetxeEduardo RosaÓscar del HierroPilar Merino,2022,https://link.springer.com/article/10.1007/s10113-022-01877-4,Article
A novel lens of stock market capitalization and environmental degradation,Environmental Science and Pollution Research,,,,10.1007/s11356-022-22885-1,Aamir AzeemMuhammad Akram NaseemNaveed Ul HassanIjaz ButtMuhammad Toseef AslamShahid AliAtif khan Jadoon,2022,https://link.springer.com/article/10.1007/s11356-022-22885-1,Article
Soil Black Carbon Increases Under Urban Trees with Road Density and Time: Opportunity Hotspots for Carbon Storage in Urban Ecosystems,Environmental Management,,,,10.1007/s00267-023-01911-z,Katherina A. KangErika Marín-SpiottaElliot VaughanC. Reid FerringAlexandra G. Ponette-González,2023,https://link.springer.com/article/10.1007/s00267-023-01911-z,Article
Toward urban carbon neutrality: evaluating and reconfiguring carbon emission efficiency improvements in Chinese cities,"Environment, Development and Sustainability",,,,10.1007/s10668-025-06365-3,Yanbing LiuYiqing LinBaolong HanCheng GongZhiyun Ouyang,2025,https://link.springer.com/article/10.1007/s10668-025-06365-3,Article
"Green Inventory Strategies for Perishable Goods: Integrating Preservation, Carbon Emission, Demand Dynamics, and Payment Latency",Process Integration and Optimization for Sustainability,,,,10.1007/s41660-024-00426-2,Palanivel M.Vetriselvi S.Venkadesh M.,2024,https://link.springer.com/article/10.1007/s41660-024-00426-2,Article
"Carbon—Classification, Sources, and Potentials",Powerfuels,,,,10.1007/978-3-031-62411-7_14,Tjerk ZitscherNils BullerdiekMartin Kaltschmitt,2025,https://link.springer.com/chapter/10.1007/978-3-031-62411-7_14,Chapter
Combined application of chemical and organic fertilizers enhances soil organic carbon sequestration and crop productivity by improving carbon stability and management index in a rice–rice cropping system,Chemical and Biological Technologies in Agriculture,,,,10.1186/s40538-024-00721-7,Hu XuAdnan MustafaQudsia SaeedGuiying JiangNan SunKailou LiuJiri KucerikXueyun YangMinggang Xu,2025,https://link.springer.com/article/10.1186/s40538-024-00721-7,Article
Changes in carbon stocks according to stand development stages in oriental beech forests in the Marmara Region of Türkiye,Environmental Monitoring and Assessment,,,,10.1007/s10661-024-12727-7,Şükrü Teoman GünerÖzgür KiracioğluAbdullah Sarimehmetoğlu,2024,https://link.springer.com/article/10.1007/s10661-024-12727-7,Article
Carbon Ticket Management System (CTMS),The Carbon Emission Liability Mechanism,,,,10.1007/978-981-96-3612-9_7,Baoming Yang,2025,https://link.springer.com/chapter/10.1007/978-981-96-3612-9_7,Chapter
